device_id,device_type,model_year,device_age,power_consumption,energy_savings_yr,co2_saved_kg_yr,region,recycling_rate
LP22AS94613,Laptop,2022,2,48,33.9,20.3,Asia,0.88
LP22NA48470,Laptop,2022,2,48,34.5,13.8,North America,0.86
LP22AS60994,Laptop,2022,2,49,11.9,7.1,Asia,0.88
LP22AS80061,Laptop,2022,2,46,3.6,2.2,Asia,0.86
LP22NA43648,Laptop,2022,2,48,11.1,4.4,North America,0.87
LP22AS49374,Laptop,2022,2,46,16.8,10.1,Asia,0.87
LP22AS42927,Laptop,2022,2,46,13.4,8,Asia,0.86
LP22AS47806,Laptop,2022,2,49,28.2,16.9,Asia,0.88
LP22AS26849,Laptop,2022,2,46,12,7.2,Asia,0.88
LP22AS31109,Laptop,2022,2,46,34,20.4,Asia,0.89
LP22AS30592,Laptop,2022,2,46,-1.1,-0.7,Asia,0.88
LP22AS87538,Laptop,2022,2,44,6.3,3.8,Asia,0.86
LP22AS49123,Laptop,2022,2,45,19.1,11.4,Asia,0.86
LP22AS37422,Laptop,2022,2,45,2.6,1.6,Asia,0.86
LP22NA69738,Laptop,2022,2,42,4.5,1.8,North America,0.89
LP22AS22096,Laptop,2022,2,46,-3,-1.8,Asia,0.88
LP22AS81548,Laptop,2022,2,45,15.3,9.2,Asia,0.87
LP22AS68290,Laptop,2022,2,47,5.6,3.4,Asia,0.88
LP22AS56967,Laptop,2022,2,46,7.1,4.3,Asia,0.88
LP22AS71637,Laptop,2022,2,44,10,6,Asia,0.88
LP22AS73960,Laptop,2022,2,47,27.9,16.7,Asia,0.86
LP22AS26487,Laptop,2022,2,48,38.9,23.3,Asia,0.86
LP22AS77309,Laptop,2022,2,48,34,20.4,Asia,0.88
LP22AS46915,Laptop,2022,2,46,4.9,3,Asia,0.87
LP22EU52934,Laptop,2022,2,47,27.4,6.9,Europe,0.87
LP22AS63348,Laptop,2022,2,43,0.3,0.2,Asia,0.86
LP22AS56215,Laptop,2022,2,50,25.9,15.6,Asia,0.88
LP22AS16279,Laptop,2022,2,48,26.2,15.7,Asia,0.87
LP22NA11343,Laptop,2022,2,47,52.9,21.2,North America,0.86
LP22AS48429,Laptop,2022,2,50,10.1,6.1,Asia,0.89
LP22AS32881,Laptop,2022,2,44,-6.7,-4,Asia,0.86
LP22AS14651,Laptop,2022,2,47,22.7,13.6,Asia,0.89
LP22AS48064,Laptop,2022,2,44,13.8,8.3,Asia,0.86
LP22NA54049,Laptop,2022,2,49,7.4,2.9,North America,0.86
DT22AS94191,Desktop,2022,2,78,36.7,22,Asia,0.93
LP22AS40664,Laptop,2022,2,45,23.9,14.3,Asia,0.87
LP22AS68138,Laptop,2022,2,44,9.3,5.6,Asia,0.86
LP22NA64306,Laptop,2022,2,47,14.4,5.8,North America,0.88
LP22AS85071,Laptop,2022,2,46,15.3,9.2,Asia,0.87
LP22NA34446,Laptop,2022,2,47,4,1.6,North America,0.88
LP22AS44677,Laptop,2022,2,48,23.9,14.4,Asia,0.87
LP22NA76197,Laptop,2022,2,43,-5.1,-2,North America,0.88
LP22NA18420,Laptop,2022,2,49,6.6,2.6,North America,0.89
DT22NA16510,Desktop,2022,2,76,30.7,12.3,North America,0.96
LP22EU42993,Laptop,2022,2,46,20.3,5.1,Europe,0.86
LP22NA67631,Laptop,2022,2,47,19.9,8,North America,0.87
LP22AS43780,Laptop,2022,2,43,13.7,8.2,Asia,0.87
LP22AS21302,Laptop,2022,2,49,22,13.2,Asia,0.88
LP22AS81931,Laptop,2022,2,48,7.5,4.5,Asia,0.86
LP22EU69467,Laptop,2022,2,49,13.9,3.5,Europe,0.88
LP22NA49710,Laptop,2022,2,44,13.5,5.4,North America,0.88
LP22NA62703,Laptop,2022,2,48,32.6,13,North America,0.87
LP22NA85557,Laptop,2022,2,46,13.7,5.5,North America,0.85
LP22AS79859,Laptop,2022,2,45,5.3,3.2,Asia,0.87
LP23NA64261,Laptop,2023,1,45,4,1.6,North America,0.87
LP23AS61671,Laptop,2023,1,43,-5.5,-3.3,Asia,0.87
LP23AS20703,Laptop,2023,1,45,36.9,22.1,Asia,0.87
LP23AS12580,Laptop,2023,1,47,16.9,10.2,Asia,0.87
LP23AS38499,Laptop,2023,1,46,4.4,2.6,Asia,0.87
LP23EU32222,Laptop,2023,1,49,56.3,14.1,Europe,0.87
LP23NA10580,Laptop,2023,1,40,-5,-2,North America,0.87
LP23NA17063,Laptop,2023,1,47,-6,-2.4,North America,0.87
LP23NA30260,Laptop,2023,1,48,9.8,3.9,North America,0.88
LP23AS96478,Laptop,2023,1,42,11.6,7,Asia,0.88
LP23AS17506,Laptop,2023,1,47,17.7,10.6,Asia,0.86
LP23NA87172,Laptop,2023,1,47,14,5.6,North America,0.87
LP23AS88596,Laptop,2023,1,44,15.5,9.3,Asia,0.9
LP23AS38496,Laptop,2023,1,45,2.3,1.4,Asia,0.86
LP23EU64325,Laptop,2023,1,45,16,4,Europe,0.86
LP23AS18149,Laptop,2023,1,46,4.6,2.8,Asia,0.87
LP23AS79892,Laptop,2023,1,41,0.9,0.5,Asia,0.86
LP23AS30454,Laptop,2023,1,44,16.2,9.7,Asia,0.87
LP23AS38129,Laptop,2023,1,46,16.4,9.8,Asia,0.88
DT23NA41511,Desktop,2023,1,76,16.8,6.7,North America,0.95
LP23AS36534,Laptop,2023,1,48,9.6,5.8,Asia,0.9
LP23NA13409,Laptop,2023,1,44,10.1,4.1,North America,0.88
LP23AS43498,Laptop,2023,1,44,-7.5,-4.5,Asia,0.87
LP23NA14766,Laptop,2023,1,44,12.9,5.1,North America,0.89
LP23NA92100,Laptop,2023,1,45,12.5,5,North America,0.89
LP23AS96423,Laptop,2023,1,44,11.7,7,Asia,0.87
LP23AS89785,Laptop,2023,1,44,22.3,13.4,Asia,0.87
LP23NA64186,Laptop,2023,1,46,8.7,3.5,North America,0.88
DT23AS29659,Desktop,2023,1,76,14.7,8.8,Asia,0.93
DT23AS30499,Desktop,2023,1,73,-3.6,-2.2,Asia,0.95
DT23AS69281,Desktop,2023,1,72,20,12,Asia,0.97
DT23AS31812,Desktop,2023,1,73,7.4,4.4,Asia,0.96
DT23AS70742,Desktop,2023,1,75,3.5,2.1,Asia,0.96
LP23NA47967,Laptop,2023,1,41,11.9,4.8,North America,0.88
LP23NA75889,Laptop,2023,1,43,12.4,5,North America,0.88
LP23AS71450,Laptop,2023,1,45,29.4,17.6,Asia,0.87
LP23NA48203,Laptop,2023,1,41,-1,-0.4,North America,0.88
LP23AS76687,Laptop,2023,1,43,13,7.8,Asia,0.87
LP23AS23952,Laptop,2023,1,43,22.2,13.3,Asia,0.88
LP23AS46131,Laptop,2023,1,43,5.2,3.1,Asia,0.87
LP23AS26499,Laptop,2023,1,44,-0.2,-0.1,Asia,0.88
LP23NA97296,Laptop,2023,1,41,-10.1,-4,North America,0.88
LP23NA48526,Laptop,2023,1,42,2.3,0.9,North America,0.89
LP23NA35307,Laptop,2023,1,45,14.4,5.8,North America,0.87
LP23NA39920,Laptop,2023,1,43,1.3,0.5,North America,0.89
LP23NA70960,Laptop,2023,1,44,21.6,8.6,North America,0.87
LP23EU86787,Laptop,2023,1,44,-2.5,-0.6,Europe,0.88
LP23EU56549,Laptop,2023,1,44,11,2.7,Europe,0.87
LP23AS92834,Laptop,2023,1,44,30.2,18.1,Asia,0.87
LP23AS72949,Laptop,2023,1,43,7.5,4.5,Asia,0.89
LP23AS37050,Laptop,2023,1,43,4.9,2.9,Asia,0.86
LP23AS25714,Laptop,2023,1,46,38.6,23.2,Asia,0.87
LP23AS34899,Laptop,2023,1,43,4.4,2.7,Asia,0.88
LP23EU32459,Laptop,2023,1,44,40.2,10,Europe,0.87
LP23EU79461,Laptop,2023,1,43,8.8,2.2,Europe,0.87
LP23NA49009,Laptop,2023,1,43,3.6,1.4,North America,0.89
LP23NA74114,Laptop,2023,1,44,4.5,1.8,North America,0.86
LP23AS50224,Laptop,2023,1,45,36.7,22,Asia,0.86
DT23EU81082,Desktop,2023,1,73,17.7,4.4,Europe,0.95
LP23NA79074,Laptop,2023,1,44,11.4,4.6,North America,0.87
LP23NA99883,Laptop,2023,1,46,2.5,1,North America,0.87
LP23AS67888,Laptop,2023,1,44,25.6,15.4,Asia,0.87
LP23NA42389,Laptop,2023,1,48,18.5,7.4,North America,0.86
LP23AS74736,Laptop,2023,1,46,26.8,16.1,Asia,0.87
DT23EU96658,Desktop,2023,1,75,11.3,2.8,Europe,0.96
LP23AS85203,Laptop,2023,1,46,12.4,7.4,Asia,0.88
LP23AS59418,Laptop,2023,1,44,42.8,25.7,Asia,0.87
DT23EU57319,Desktop,2023,1,76,34.6,8.6,Europe,0.92
LP23AS89790,Laptop,2023,1,41,-8.9,-5.4,Asia,0.88
LP23NA42739,Laptop,2023,1,42,6.6,2.6,North America,0.88
LP23AS25985,Laptop,2023,1,46,1.2,0.7,Asia,0.87
LP23EU51315,Laptop,2023,1,46,20.3,5.1,Europe,0.89
LP23AS48966,Laptop,2023,1,48,17.3,10.4,Asia,0.89
LP23AS72084,Laptop,2023,1,44,25.8,15.5,Asia,0.87
LP23AS21005,Laptop,2023,1,41,19.2,11.5,Asia,0.86
DT23AS25291,Desktop,2023,1,74,6,3.6,Asia,0.95
LP23AS62965,Laptop,2023,1,44,3.8,2.3,Asia,0.89
LP23AS82538,Laptop,2023,1,45,14.1,8.4,Asia,0.86
LP23NA98998,Laptop,2023,1,44,30.4,12.2,North America,0.87
LP23AS78653,Laptop,2023,1,41,10.1,6,Asia,0.87
LP23AS54771,Laptop,2023,1,47,36.1,21.6,Asia,0.85
LP23AS57328,Laptop,2023,1,45,2,1.2,Asia,0.87
LP23NA78021,Laptop,2023,1,44,6.6,2.6,North America,0.88
LP23NA37638,Laptop,2023,1,44,-3.7,-1.5,North America,0.88
LP23AS68833,Laptop,2023,1,43,0.5,0.3,Asia,0.89
LP23NA70777,Laptop,2023,1,44,4.9,2,North America,0.88
LP23NA65353,Laptop,2023,1,41,-8.2,-3.3,North America,0.88
LP23NA84761,Laptop,2023,1,45,39.2,15.7,North America,0.87
LP23AS15419,Laptop,2023,1,43,5.4,3.2,Asia,0.86
LP23AS72261,Laptop,2023,1,45,16.9,10.1,Asia,0.86
LP23AS83452,Laptop,2023,1,44,11.5,6.9,Asia,0.88
DT23EU47676,Desktop,2023,1,76,10.9,2.7,Europe,0.93
LP23NA91817,Laptop,2023,1,42,-1.1,-0.4,North America,0.88
LP23EU65514,Laptop,2023,1,43,14,3.5,Europe,0.89
DT23AS18383,Desktop,2023,1,75,-0.1,-0.1,Asia,0.97
DT23AS85911,Desktop,2023,1,76,23,13.8,Asia,0.95
LP23NA84715,Laptop,2023,1,47,12.1,4.8,North America,0.87
LP23AS53347,Laptop,2023,1,43,22.3,13.4,Asia,0.89
LP23AS72557,Laptop,2023,1,41,6.7,4,Asia,0.86
LP23AS31702,Laptop,2023,1,44,26.4,15.8,Asia,0.86
LP23AS25068,Laptop,2023,1,44,0.5,0.3,Asia,0.88
LP23NA34298,Laptop,2023,1,45,1.7,0.7,North America,0.87
LP23AS98844,Laptop,2023,1,48,27.7,16.6,Asia,0.86
LP23AS37696,Laptop,2023,1,47,9.1,5.5,Asia,0.86
DT23AS12918,Desktop,2023,1,76,14.6,8.8,Asia,0.95
DT23NA48898,Desktop,2023,1,73,18.9,7.5,North America,0.96
LP23NA60703,Laptop,2023,1,45,18.8,7.5,North America,0.86
LP23EU35191,Laptop,2023,1,45,-9.7,-2.4,Europe,0.87
LP23NA20575,Laptop,2023,1,48,40.9,16.4,North America,0.87
LP23AS50910,Laptop,2023,1,44,11.5,6.9,Asia,0.87
LP23AS64623,Laptop,2023,1,46,3.8,2.3,Asia,0.87
LP23AS50580,Laptop,2023,1,45,21,12.6,Asia,0.86
LP23AS87593,Laptop,2023,1,47,-3.7,-2.2,Asia,0.88
LP23AS50587,Laptop,2023,1,44,32.7,19.6,Asia,0.86
LP23AS16266,Laptop,2023,1,43,-4.1,-2.4,Asia,0.86
LP23AS66474,Laptop,2023,1,46,8.8,5.3,Asia,0.89
LP23AS13224,Laptop,2023,1,44,-0.6,-0.3,Asia,0.89
LP23EU92503,Laptop,2023,1,44,14.7,3.7,Europe,0.88
LP23NA16847,Laptop,2023,1,42,0.5,0.2,North America,0.88
LP23NA50154,Laptop,2023,1,44,28,11.2,North America,0.86
LP23NA77507,Laptop,2023,1,46,23.3,9.3,North America,0.89
LP23AS16237,Laptop,2023,1,46,-7.9,-4.8,Asia,0.87
LP23AS51422,Laptop,2023,1,44,28.2,16.9,Asia,0.87
DT23AS66483,Desktop,2023,1,78,30.1,18.1,Asia,0.95
DT23AS50460,Desktop,2023,1,72,19.5,11.7,Asia,0.94
LP23EU74201,Laptop,2023,1,44,25,6.2,Europe,0.89
LP23AS73854,Laptop,2023,1,44,10.7,6.4,Asia,0.88
LP23AS54185,Laptop,2023,1,46,3.1,1.9,Asia,0.88
LP23NA62850,Laptop,2023,1,43,7.8,3.1,North America,0.88
LP23EU89724,Laptop,2023,1,49,45.5,11.4,Europe,0.87
LP23NA59428,Laptop,2023,1,44,15.3,6.1,North America,0.86
LP23AS51594,Laptop,2023,1,44,10.9,6.5,Asia,0.88
LP23AS86601,Laptop,2023,1,46,23.5,14.1,Asia,0.88
LP23EU61423,Laptop,2023,1,45,9.1,2.3,Europe,0.86
LP23AS84693,Laptop,2023,1,43,-4.2,-2.5,Asia,0.86
LP23AS61972,Laptop,2023,1,47,34,20.4,Asia,0.85
LP23AS98249,Laptop,2023,1,45,36.8,22.1,Asia,0.87
LP23AS95003,Laptop,2023,1,41,18.6,11.2,Asia,0.89
LP23AS75234,Laptop,2023,1,42,35.3,21.2,Asia,0.86
LP23AS42175,Laptop,2023,1,43,6.5,3.9,Asia,0.88
DT23NA43464,Desktop,2023,1,74,11.5,4.6,North America,0.97
LP23AS36974,Laptop,2023,1,46,7.3,4.4,Asia,0.88
LP23AS66589,Laptop,2023,1,43,11.1,6.7,Asia,0.86
LP23AS88921,Laptop,2023,1,45,7,4.2,Asia,0.88
LP23AS79508,Laptop,2023,1,43,12.3,7.4,Asia,0.88
LP23AS73039,Laptop,2023,1,47,36.6,22,Asia,0.86
LP23AS91065,Laptop,2023,1,47,20.7,12.4,Asia,0.88
LP23AS73488,Laptop,2023,1,42,-6.4,-3.8,Asia,0.89
LP23EU86376,Laptop,2023,1,46,3.5,0.9,Europe,0.87
LP23AS15405,Laptop,2023,1,43,16.2,9.7,Asia,0.88
LP23NA98449,Laptop,2023,1,43,-14,-5.6,North America,0.88
LP23NA68175,Laptop,2023,1,49,5.3,2.1,North America,0.88
LP23NA16466,Laptop,2023,1,42,0.6,0.2,North America,0.87
LP23AS37923,Laptop,2023,1,42,-5.9,-3.5,Asia,0.88
LP23AS14118,Laptop,2023,1,43,6.2,3.7,Asia,0.88
LP23AS36496,Laptop,2023,1,47,17.3,10.4,Asia,0.86
LP23NA32637,Laptop,2023,1,46,13.4,5.3,North America,0.87
LP23NA95789,Laptop,2023,1,43,14.2,5.7,North America,0.88
LP23AS38484,Laptop,2023,1,43,-5.4,-3.2,Asia,0.87
LP23EU62221,Laptop,2023,1,43,9.9,2.5,Europe,0.88
LP23AS65554,Laptop,2023,1,48,23.6,14.2,Asia,0.86
LP23AS16032,Laptop,2023,1,44,11.2,6.7,Asia,0.87
LP23AS11726,Laptop,2023,1,45,10.1,6,Asia,0.87
DT23AS34675,Desktop,2023,1,74,4.5,2.7,Asia,0.94
DT23AS61418,Desktop,2023,1,77,17.7,10.6,Asia,0.94
LP23AS51006,Laptop,2023,1,43,36.6,21.9,Asia,0.88
LP23EU59764,Laptop,2023,1,43,26.9,6.7,Europe,0.86
LP23AS54145,Laptop,2023,1,47,10,6,Asia,0.86
LP23AS51164,Laptop,2023,1,42,6.4,3.9,Asia,0.88
DT23AS87593,Desktop,2023,1,73,0.6,0.4,Asia,0.93
DT23EU98333,Desktop,2023,1,73,-6.2,-1.5,Europe,0.95
LP23AS47553,Laptop,2023,1,41,0.6,0.4,Asia,0.88
LP23AS26940,Laptop,2023,1,46,17.7,10.6,Asia,0.87
DT23AS97581,Desktop,2023,1,71,-3.8,-2.3,Asia,0.96
DT23NA79737,Desktop,2023,1,76,26.8,10.7,North America,0.96
LP23EU26270,Laptop,2023,1,42,12.7,3.2,Europe,0.88
LP23AS39725,Laptop,2023,1,43,4.6,2.7,Asia,0.89
LP23EU82934,Laptop,2023,1,46,6.5,1.6,Europe,0.87
DT23AS96026,Desktop,2023,1,70,9.5,5.7,Asia,0.98
LP23AS50687,Laptop,2023,1,44,4.2,2.5,Asia,0.89
LP23AS62716,Laptop,2023,1,46,27.1,16.2,Asia,0.87
LP23AS32079,Laptop,2023,1,43,-8.8,-5.3,Asia,0.87
LP23AS78824,Laptop,2023,1,43,10.9,6.6,Asia,0.87
LP23AS46004,Laptop,2023,1,42,0.3,0.2,Asia,0.87
DT23AS43557,Desktop,2023,1,77,16,9.6,Asia,0.97
LP23AS46702,Laptop,2023,1,49,14.5,8.7,Asia,0.88
LP23NA73250,Laptop,2023,1,41,-0.3,-0.1,North America,0.88
LP23AS33398,Laptop,2023,1,46,14.3,8.6,Asia,0.86
LP23AS76796,Laptop,2023,1,46,18.7,11.2,Asia,0.88
LP23AS11857,Laptop,2023,1,45,15,9,Asia,0.87
LP23NA52782,Laptop,2023,1,45,32.8,13.1,North America,0.87
LP23EU76093,Laptop,2023,1,44,0.9,0.2,Europe,0.88
LP23AS11866,Laptop,2023,1,44,11.4,6.9,Asia,0.88
DT23AS54777,Desktop,2023,1,72,1.7,1,Asia,0.94
LP23AS22124,Laptop,2023,1,43,12.5,7.5,Asia,0.89
LP23NA86432,Laptop,2023,1,43,12.2,4.9,North America,0.88
LP23NA84207,Laptop,2023,1,44,24.9,10,North America,0.88
LP23AS13744,Laptop,2023,1,48,7.8,4.7,Asia,0.88
DT23AS76959,Desktop,2023,1,78,38.4,23,Asia,0.96
LP23AS75389,Laptop,2023,1,46,4.1,2.5,Asia,0.88
LP23AS64746,Laptop,2023,1,42,10,6,Asia,0.89
LP23EU56674,Laptop,2023,1,46,17.9,4.5,Europe,0.88
LP23NA57693,Laptop,2023,1,48,25,10,North America,0.87
LP23EU42001,Laptop,2023,1,45,17.3,4.3,Europe,0.87
LP23EU45414,Laptop,2023,1,44,11.9,3,Europe,0.87
LP23AS31131,Laptop,2023,1,49,7.8,4.7,Asia,0.87
LP23AS95680,Laptop,2023,1,45,-8.5,-5.1,Asia,0.88
LP23AS61754,Laptop,2023,1,46,16.5,9.9,Asia,0.87
LP23NA51342,Laptop,2023,1,43,2.6,1,North America,0.87
LP23AS12277,Laptop,2023,1,42,20.9,12.5,Asia,0.88
LP23NA23722,Laptop,2023,1,45,6.4,2.6,North America,0.88
LP23NA36016,Laptop,2023,1,45,5.7,2.3,North America,0.86
LP23AS50470,Laptop,2023,1,45,1.5,0.9,Asia,0.87
LP23NA62860,Laptop,2023,1,45,20.2,8.1,North America,0.88
DT23NA85969,Desktop,2023,1,75,0.8,0.3,North America,0.96
LP23AS73068,Laptop,2023,1,46,8,4.8,Asia,0.88
LP23AS10494,Laptop,2023,1,45,13.3,8,Asia,0.87
LP23NA31289,Laptop,2023,1,42,1.5,0.6,North America,0.87
DT23NA18865,Desktop,2023,1,75,15.7,6.3,North America,0.93
DT23AS29644,Desktop,2023,1,74,12.8,7.7,Asia,0.97
LP23EU24571,Laptop,2023,1,44,-3.6,-0.9,Europe,0.86
LP23AS33723,Laptop,2023,1,41,-1.2,-0.7,Asia,0.89
DT23AS66359,Desktop,2023,1,72,15.7,9.4,Asia,0.95
DT23AS48768,Desktop,2023,1,73,-1.9,-1.1,Asia,0.94
LP23EU15886,Laptop,2023,1,44,1.7,0.4,Europe,0.87
LP23NA79200,Laptop,2023,1,46,15.9,6.4,North America,0.87
LP23AS26057,Laptop,2023,1,46,22.5,13.5,Asia,0.87
LP23NA14774,Laptop,2023,1,47,38,15.2,North America,0.87
LP23AS95484,Laptop,2023,1,47,23,13.8,Asia,0.88
LP23AS88097,Laptop,2023,1,44,12.7,7.6,Asia,0.86
LP23NA35205,Laptop,2023,1,45,19.2,7.7,North America,0.89
LP23NA40853,Laptop,2023,1,47,2.7,1.1,North America,0.88
LP23AS20233,Laptop,2023,1,44,9.2,5.5,Asia,0.87
LP23AS45039,Laptop,2023,1,45,19.8,11.9,Asia,0.88
LP23EU46755,Laptop,2023,1,47,14.3,3.6,Europe,0.86
LP23AS19898,Laptop,2023,1,43,35.1,21.1,Asia,0.86
LP23AS89202,Laptop,2023,1,42,30.4,18.3,Asia,0.87
LP23NA82523,Laptop,2023,1,45,12.5,5,North America,0.88
LP23AS66880,Laptop,2023,1,46,18.3,11,Asia,0.88
LP23NA26822,Laptop,2023,1,44,14.8,5.9,North America,0.88
LP23NA46571,Laptop,2023,1,41,22.8,9.1,North America,0.87
DT23AS43338,Desktop,2023,1,73,5.8,3.5,Asia,0.96
LP23EU74450,Laptop,2023,1,40,-4.8,-1.2,Europe,0.87
LP23NA69953,Laptop,2023,1,47,3.1,1.2,North America,0.87
LP23NA19293,Laptop,2023,1,44,19.6,7.8,North America,0.88
LP23NA30171,Laptop,2023,1,44,2.5,1,North America,0.87
DT23NA42569,Desktop,2023,1,78,18.2,7.3,North America,0.93
LP23AS87492,Laptop,2023,1,43,-0.4,-0.2,Asia,0.86
LP23NA50464,Laptop,2023,1,46,14.3,5.7,North America,0.88
LP23EU59927,Laptop,2023,1,45,15.4,3.8,Europe,0.87
LP23NA34256,Laptop,2023,1,42,-1.7,-0.7,North America,0.87
LP23AS15812,Laptop,2023,1,47,25.4,15.2,Asia,0.88
LP23NA39734,Laptop,2023,1,41,0.4,0.1,North America,0.88
LP23AS47433,Laptop,2023,1,42,3.2,1.9,Asia,0.87
LP23NA17180,Laptop,2023,1,43,1.4,0.5,North America,0.86
LP23AS95754,Laptop,2023,1,45,0,0,Asia,0.88
LP23AS29582,Laptop,2023,1,46,32.5,19.5,Asia,0.86
DT23EU38136,Desktop,2023,1,72,3.1,0.8,Europe,0.95
LP23AS72844,Laptop,2023,1,44,25.8,15.5,Asia,0.85
DT23AS89534,Desktop,2023,1,72,-2.8,-1.7,Asia,0.93
LP23AS46687,Laptop,2023,1,42,-9.7,-5.8,Asia,0.87
LP23AS39445,Laptop,2023,1,42,-10.6,-6.3,Asia,0.87
LP23AS82048,Laptop,2023,1,44,2.3,1.4,Asia,0.87
LP23EU87695,Laptop,2023,1,45,42.2,10.5,Europe,0.89
LP23AS44458,Laptop,2023,1,44,15.7,9.4,Asia,0.87
LP23AS47248,Laptop,2023,1,45,13.2,7.9,Asia,0.87
LP23AS88198,Laptop,2023,1,42,1.6,1,Asia,0.89
LP23AS16094,Laptop,2023,1,44,22.7,13.6,Asia,0.88
LP23NA84324,Laptop,2023,1,40,-28.4,-11.4,North America,0.89
LP23AS33856,Laptop,2023,1,44,3.9,2.3,Asia,0.87
LP23AS48456,Laptop,2023,1,44,33.1,19.9,Asia,0.86
LP23NA93946,Laptop,2023,1,43,0.9,0.4,North America,0.87
LP23AS66762,Laptop,2023,1,47,11.3,6.8,Asia,0.88
LP23AS23030,Laptop,2023,1,44,17.8,10.7,Asia,0.88
LP23NA91071,Laptop,2023,1,41,0.4,0.2,North America,0.89
DT23AS26626,Desktop,2023,1,78,11.7,7,Asia,0.93
DT23AS65908,Desktop,2023,1,72,-1.1,-0.6,Asia,0.95
LP23NA26852,Laptop,2023,1,46,-2.5,-1,North America,0.88
LP23NA98640,Laptop,2023,1,44,-2,-0.8,North America,0.86
LP23AS81069,Laptop,2023,1,43,5.4,3.3,Asia,0.88
LP23AS10516,Laptop,2023,1,47,16.2,9.7,Asia,0.87
LP23AS84162,Laptop,2023,1,45,9.1,5.4,Asia,0.88
LP23NA44662,Laptop,2023,1,45,2.4,0.9,North America,0.89
LP23NA25179,Laptop,2023,1,41,-2.1,-0.8,North America,0.88
LP23AS13482,Laptop,2023,1,48,17.9,10.7,Asia,0.87
LP23AS36909,Laptop,2023,1,44,21.4,12.8,Asia,0.87
LP23NA51951,Laptop,2023,1,43,6.9,2.7,North America,0.88
LP23NA43855,Laptop,2023,1,46,12.3,4.9,North America,0.88
LP23NA56161,Laptop,2023,1,43,12.6,5,North America,0.89
LP23AS73331,Laptop,2023,1,42,2.3,1.4,Asia,0.86
LP23NA79825,Laptop,2023,1,41,9,3.6,North America,0.87
DT23NA36276,Desktop,2023,1,75,6.7,2.7,North America,0.96
LP23AS53706,Laptop,2023,1,45,7.6,4.6,Asia,0.86
DT23AS26327,Desktop,2023,1,79,16.7,10,Asia,0.93
LP23AS32326,Laptop,2023,1,43,-8,-4.8,Asia,0.87
LP23AS37853,Laptop,2023,1,45,3.6,2.2,Asia,0.87
LP23AS49042,Laptop,2023,1,45,19.1,11.5,Asia,0.86
LP23NA31907,Laptop,2023,1,45,14,5.6,North America,0.88
LP23AS73870,Laptop,2023,1,48,24.8,14.9,Asia,0.89
LP23NA99730,Laptop,2023,1,46,1.6,0.7,North America,0.88
LP23AS30984,Laptop,2023,1,45,0.6,0.4,Asia,0.88
LP23AS40240,Laptop,2023,1,43,11.6,7,Asia,0.87
LP23NA11711,Laptop,2023,1,46,0.6,0.2,North America,0.87
LP23AS32601,Laptop,2023,1,47,-0.4,-0.3,Asia,0.88
LP23NA67837,Laptop,2023,1,41,4.8,1.9,North America,0.89
DT23NA78320,Desktop,2023,1,74,7.5,3,North America,0.96
LP23NA86725,Laptop,2023,1,45,10.9,4.3,North America,0.89
LP23AS13251,Laptop,2023,1,45,10.9,6.6,Asia,0.87
LP23NA64313,Laptop,2023,1,46,16.5,6.6,North America,0.86
LP23AS20152,Laptop,2023,1,48,7.6,4.6,Asia,0.86
LP23EU41397,Laptop,2023,1,47,25.9,6.5,Europe,0.86
LP23AS69007,Laptop,2023,1,44,-1.4,-0.8,Asia,0.89
LP23AS31410,Laptop,2023,1,48,16.5,9.9,Asia,0.89
LP23AS28858,Laptop,2023,1,44,1.7,1,Asia,0.87
LP23AS97053,Laptop,2023,1,48,18,10.8,Asia,0.87
LP23NA61169,Laptop,2023,1,42,-3.6,-1.5,North America,0.89
LP23AS19402,Laptop,2023,1,42,15.4,9.2,Asia,0.86
LP23AS36991,Laptop,2023,1,47,41.6,24.9,Asia,0.86
LP23AS48306,Laptop,2023,1,43,-1.9,-1.1,Asia,0.88
LP23AS80443,Laptop,2023,1,47,8.4,5.1,Asia,0.88
LP23AS98298,Laptop,2023,1,48,13.6,8.2,Asia,0.87
LP23AS20173,Laptop,2023,1,44,12.3,7.4,Asia,0.87
LP23AS82677,Laptop,2023,1,46,21.7,13,Asia,0.86
LP23EU64549,Laptop,2023,1,45,3.7,0.9,Europe,0.88
LP23AS61576,Laptop,2023,1,47,17.1,10.2,Asia,0.87
LP23AS29447,Laptop,2023,1,44,29.2,17.5,Asia,0.87
LP23AS73777,Laptop,2023,1,43,1.9,1.2,Asia,0.88
LP23AS23066,Laptop,2023,1,44,11.8,7.1,Asia,0.87
DT23AS81339,Desktop,2023,1,76,8.9,5.3,Asia,0.96
LP23NA26628,Laptop,2023,1,47,0.7,0.3,North America,0.87
LP23NA19888,Laptop,2023,1,42,1.4,0.6,North America,0.89
LP23AS75183,Laptop,2023,1,41,-4.8,-2.9,Asia,0.86
LP23AS19759,Laptop,2023,1,42,4.1,2.4,Asia,0.87
LP23AS69328,Laptop,2023,1,45,11.4,6.9,Asia,0.86
DT23NA37922,Desktop,2023,1,73,8.1,3.2,North America,0.95
DT23AS74470,Desktop,2023,1,77,10,6,Asia,0.92
LP23AS61857,Laptop,2023,1,43,3.9,2.3,Asia,0.89
LP23AS16391,Laptop,2023,1,44,21.1,12.7,Asia,0.87
